Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 73.0.3683.86,type | id=email | abcd@gmail.com,2019-03-28 13:14:25,2019-03-28 13:14:25,0.044s,PASSED
"selenium.type(""id=passwd"", ""abcde"")",Chrome 73.0.3683.86,type | id=passwd | abcde,2019-03-28 13:14:25,2019-03-28 13:14:25,0.048s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password'])[1]/following::span[2]"")",Chrome 73.0.3683.86,click | xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password'])[1]/following::span[2] | ,2019-03-28 13:14:25,2019-03-28 13:14:25,0.733s,PASSED
"click(findTestObject(""Object Repository/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase1/a_Telecom Project""))",Chrome 73.0.3683.86,,2019-03-28 13:14:25,2019-03-28 13:14:27,1.483s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-03-28 13:14:27,2019-03-28 13:14:28,0.626s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase2,Chrome 73.0.3683.86,,2019-03-28 13:14:30,2019-03-28 13:14:49,18.992s,PASSED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-03-28 13:14:30,2019-03-28 13:14:30,0.000s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-03-28 13:14:30,2019-03-28 13:14:30,0.000s,PASSED
"""Generated date: 12-Mar-2019 02:48:24 PM""",Chrome 73.0.3683.86,,2019-03-28 13:14:30,2019-03-28 13:14:30,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Chrome 73.0.3683.86,,2019-03-28 13:14:30,2019-03-28 13:14:30,0.001s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-03-28 13:14:30,2019-03-28 13:14:30,0.001s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-03-28 13:14:30,2019-03-28 13:14:30,0.001s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-03-28 13:14:30,2019-03-28 13:14:42,12.627s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 13:14:42,2019-03-28 13:14:42,0.042s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 13:14:42,2019-03-28 13:14:43,0.433s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 13:14:43,2019-03-28 13:14:43,0.154s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 13:14:43,2019-03-28 13:14:43,0.094s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 13:14:43,2019-03-28 13:14:43,0.055s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 13:14:43,2019-03-28 13:14:43,0.030s,PASSED
"selenium.open(""http://demo.guru99.com/test/facebook.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/facebook.html | ,2019-03-28 13:14:43,2019-03-28 13:14:46,2.400s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 13:14:46,2019-03-28 13:14:46,0.014s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 13:14:46,2019-03-28 13:14:46,0.081s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 13:14:46,2019-03-28 13:14:46,0.050s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 73.0.3683.86,type | id=email | abcd@gmail.com,2019-03-28 13:14:46,2019-03-28 13:14:46,0.056s,PASSED
"Assert.assertEquals(""abcd@gmail.com"", selenium.getValue(""id=email""))",Chrome 73.0.3683.86,assertValue | id=email | abcd@gmail.com,2019-03-28 13:14:46,2019-03-28 13:14:46,0.041s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-03-28 13:14:46,2019-03-28 13:14:46,0.637s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase3,Chrome 73.0.3683.86,,2019-03-28 13:14:49,2019-03-28 13:14:56,7.146s,FAILED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-03-28 13:14:49,2019-03-28 13:14:49,0.001s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-03-28 13:14:49,2019-03-28 13:14:49,0.001s,PASSED
"""Generated date: 12-Mar-2019 02:48:25 PM""",Chrome 73.0.3683.86,,2019-03-28 13:14:49,2019-03-28 13:14:49,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Chrome 73.0.3683.86,,2019-03-28 13:14:49,2019-03-28 13:14:49,0.001s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-03-28 13:14:49,2019-03-28 13:14:49,0.000s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-03-28 13:14:49,2019-03-28 13:14:49,0.001s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-03-28 13:14:49,2019-03-28 13:14:53,3.889s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 13:14:53,2019-03-28 13:14:53,0.076s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 13:14:53,2019-03-28 13:14:53,0.405s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 13:14:53,2019-03-28 13:14:54,0.327s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 13:14:54,2019-03-28 13:14:54,0.053s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 13:14:54,2019-03-28 13:14:54,0.057s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 13:14:54,2019-03-28 13:14:54,0.023s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 13:14:54,2019-03-28 13:14:54,0.013s,FAILED
