Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 17:21:09,2019-03-28 17:21:10,0.107s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 17:21:10,2019-03-28 17:21:10,0.842s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 17:21:10,2019-03-28 17:21:11,0.367s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 17:21:11,2019-03-28 17:21:11,0.054s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 17:21:11,2019-03-28 17:21:11,0.058s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 17:21:11,2019-03-28 17:21:11,0.029s,PASSED
"selenium.open(""http://demo.guru99.com/test/facebook.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/facebook.html | ,2019-03-28 17:21:11,2019-03-28 17:21:13,2.131s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 17:21:13,2019-03-28 17:21:13,0.012s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 17:21:13,2019-03-28 17:21:13,0.070s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 17:21:13,2019-03-28 17:21:13,0.052s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 73.0.3683.86,type | id=email | abcd@gmail.com,2019-03-28 17:21:13,2019-03-28 17:21:13,0.051s,PASSED
"Assert.assertEquals(""abcd@gmail.com"", selenium.getValue(""id=email""))",Chrome 73.0.3683.86,assertValue | id=email | abcd@gmail.com,2019-03-28 17:21:13,2019-03-28 17:21:13,0.033s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-03-28 17:21:13,2019-03-28 17:21:14,0.596s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase3,Chrome 73.0.3683.86,,2019-03-28 17:21:16,2019-03-28 17:21:23,7.011s,FAILED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-03-28 17:21:16,2019-03-28 17:21:16,0.002s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-03-28 17:21:16,2019-03-28 17:21:16,0.001s,PASSED
"""Generated date: 12-Mar-2019 02:48:25 PM""",Chrome 73.0.3683.86,,2019-03-28 17:21:16,2019-03-28 17:21:16,0.002s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Chrome 73.0.3683.86,,2019-03-28 17:21:16,2019-03-28 17:21:16,0.000s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-03-28 17:21:16,2019-03-28 17:21:16,0.001s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-03-28 17:21:16,2019-03-28 17:21:16,0.002s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-03-28 17:21:16,2019-03-28 17:21:20,4.033s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 17:21:20,2019-03-28 17:21:20,0.080s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 17:21:20,2019-03-28 17:21:21,0.381s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 17:21:21,2019-03-28 17:21:21,0.097s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 17:21:21,2019-03-28 17:21:21,0.049s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 17:21:21,2019-03-28 17:21:21,0.048s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 17:21:21,2019-03-28 17:21:21,0.038s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 17:21:21,2019-03-28 17:21:21,0.018s,FAILED
