Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"""----------------------------------------------------""",Firefox 65.0,,2019-03-12 14:49:21,2019-03-12 14:49:21,0.001s,PASSED
"""This test case script is generated by Katalon Studio""",Firefox 65.0,,2019-03-12 14:49:21,2019-03-12 14:49:21,0.000s,PASSED
"""Generated date: 12-Mar-2019 02:48:24 PM""",Firefox 65.0,,2019-03-12 14:49:21,2019-03-12 14:49:21,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Firefox 65.0,,2019-03-12 14:49:21,2019-03-12 14:49:21,0.000s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Firefox 65.0,,2019-03-12 14:49:21,2019-03-12 14:49:21,0.000s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Firefox 65.0,----------------------------------------------------,2019-03-12 14:49:21,2019-03-12 14:49:21,0.000s,PASSED
openBrowser(baseUrl),Firefox 65.0,,2019-03-12 14:49:21,2019-03-12 14:49:38,17.158s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Firefox 65.0,,2019-03-12 14:49:38,2019-03-12 14:49:38,0.036s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Firefox 65.0,open | http://demo.guru99.com/test/radio.html | ,2019-03-12 14:49:38,2019-03-12 14:49:39,0.523s,PASSED
"selenium.click(""id=vfb-7-1"")",Firefox 65.0,click | id=vfb-7-1 | ,2019-03-12 14:49:39,2019-03-12 14:49:39,0.299s,PASSED
"selenium.click(""id=vfb-7-2"")",Firefox 65.0,click | id=vfb-7-2 | ,2019-03-12 14:49:39,2019-03-12 14:49:40,0.278s,PASSED
"selenium.click(""id=vfb-6-0"")",Firefox 65.0,click | id=vfb-6-0 | ,2019-03-12 14:49:40,2019-03-12 14:49:40,0.272s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Firefox 65.0,assertChecked | id=vfb-6-0 | ,2019-03-12 14:49:40,2019-03-12 14:49:40,0.039s,PASSED
"selenium.open(""http://demo.guru99.com/test/facebook.html"")",Firefox 65.0,open | http://demo.guru99.com/test/facebook.html | ,2019-03-12 14:49:40,2019-03-12 14:49:44,4.001s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Firefox 65.0,assertTitle | Selenium IDE Test | ,2019-03-12 14:49:44,2019-03-12 14:49:44,0.021s,PASSED
"selenium.click(""id=persist_box"")",Firefox 65.0,click | id=persist_box | ,2019-03-12 14:49:44,2019-03-12 14:49:44,0.304s,PASSED
"selenium.click(""id=persist_box"")",Firefox 65.0,click | id=persist_box | ,2019-03-12 14:49:44,2019-03-12 14:49:44,0.284s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Firefox 65.0,type | id=email | abcd@gmail.com,2019-03-12 14:49:44,2019-03-12 14:49:45,0.090s,PASSED
"Assert.assertEquals(""abcd@gmail.com"", selenium.getValue(""id=email""))",Firefox 65.0,assertValue | id=email | abcd@gmail.com,2019-03-12 14:49:45,2019-03-12 14:49:45,0.094s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-12 14:49:45,2019-03-12 14:49:46,0.865s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase3,Firefox 65.0,,2019-03-12 14:49:48,2019-03-12 14:50:12,24.304s,FAILED
"""----------------------------------------------------""",Firefox 65.0,,2019-03-12 14:49:48,2019-03-12 14:49:48,0.001s,PASSED
"""This test case script is generated by Katalon Studio""",Firefox 65.0,,2019-03-12 14:49:48,2019-03-12 14:49:48,0.000s,PASSED
"""Generated date: 12-Mar-2019 02:48:25 PM""",Firefox 65.0,,2019-03-12 14:49:48,2019-03-12 14:49:48,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Firefox 65.0,,2019-03-12 14:49:48,2019-03-12 14:49:48,0.000s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Firefox 65.0,,2019-03-12 14:49:48,2019-03-12 14:49:48,0.000s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Firefox 65.0,----------------------------------------------------,2019-03-12 14:49:48,2019-03-12 14:49:48,0.000s,PASSED
openBrowser(baseUrl),Firefox 65.0,,2019-03-12 14:49:48,2019-03-12 14:50:08,20.163s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Firefox 65.0,,2019-03-12 14:50:08,2019-03-12 14:50:08,0.038s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Firefox 65.0,open | http://demo.guru99.com/test/radio.html | ,2019-03-12 14:50:08,2019-03-12 14:50:09,0.742s,PASSED
"selenium.click(""id=vfb-7-1"")",Firefox 65.0,click | id=vfb-7-1 | ,2019-03-12 14:50:09,2019-03-12 14:50:09,0.311s,PASSED
"selenium.click(""id=vfb-7-2"")",Firefox 65.0,click | id=vfb-7-2 | ,2019-03-12 14:50:09,2019-03-12 14:50:09,0.304s,PASSED
"selenium.click(""id=vfb-6-0"")",Firefox 65.0,click | id=vfb-6-0 | ,2019-03-12 14:50:09,2019-03-12 14:50:10,0.295s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Firefox 65.0,assertChecked | id=vfb-6-0 | ,2019-03-12 14:50:10,2019-03-12 14:50:10,0.056s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Firefox 65.0,assertTitle | Selenium IDE Test | ,2019-03-12 14:50:10,2019-03-12 14:50:10,0.017s,FAILED
