Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 12:44:02,2019-03-28 12:44:02,0.016s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 12:44:02,2019-03-28 12:44:02,0.068s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 12:44:02,2019-03-28 12:44:02,0.043s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 73.0.3683.86,type | id=email | abcd@gmail.com,2019-03-28 12:44:02,2019-03-28 12:44:02,0.049s,PASSED
"Assert.assertEquals(""abcd@gmail.com"", selenium.getValue(""id=email""))",Chrome 73.0.3683.86,assertValue | id=email | abcd@gmail.com,2019-03-28 12:44:02,2019-03-28 12:44:02,0.041s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-03-28 12:44:02,2019-03-28 12:44:03,0.602s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase3,Chrome 73.0.3683.86,,2019-03-28 12:44:05,2019-03-28 12:44:12,7.187s,FAILED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-03-28 12:44:05,2019-03-28 12:44:05,0.000s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-03-28 12:44:05,2019-03-28 12:44:05,0.000s,PASSED
"""Generated date: 12-Mar-2019 02:48:25 PM""",Chrome 73.0.3683.86,,2019-03-28 12:44:05,2019-03-28 12:44:05,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Chrome 73.0.3683.86,,2019-03-28 12:44:05,2019-03-28 12:44:05,0.000s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-03-28 12:44:05,2019-03-28 12:44:05,0.000s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-03-28 12:44:05,2019-03-28 12:44:05,0.002s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-03-28 12:44:05,2019-03-28 12:44:09,3.963s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 12:44:09,2019-03-28 12:44:09,0.101s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 12:44:09,2019-03-28 12:44:10,0.431s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 12:44:10,2019-03-28 12:44:10,0.311s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 12:44:10,2019-03-28 12:44:10,0.052s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 12:44:10,2019-03-28 12:44:10,0.053s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 12:44:10,2019-03-28 12:44:10,0.021s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 12:44:10,2019-03-28 12:44:10,0.013s,FAILED
