Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"selenium.click(""id=vfb-7-1"")",Chrome 72.0.3626.121,click | id=vfb-7-1 | ,2019-03-12 12:07:27,2019-03-12 12:07:27,0.090s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 72.0.3626.121,click | id=vfb-7-2 | ,2019-03-12 12:07:27,2019-03-12 12:07:27,0.080s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 72.0.3626.121,click | id=vfb-6-0 | ,2019-03-12 12:07:27,2019-03-12 12:07:27,0.058s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 72.0.3626.121,assertChecked | id=vfb-6-0 | ,2019-03-12 12:07:27,2019-03-12 12:07:27,0.033s,PASSED
"selenium.open(""http://demo.guru99.com/test/facebook.html"")",Chrome 72.0.3626.121,open | http://demo.guru99.com/test/facebook.html | ,2019-03-12 12:07:27,2019-03-12 12:07:29,1.133s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 72.0.3626.121,assertTitle | Selenium IDE Test | ,2019-03-12 12:07:29,2019-03-12 12:07:29,0.016s,PASSED
"selenium.click(""id=persist_box"")",Chrome 72.0.3626.121,click | id=persist_box | ,2019-03-12 12:07:29,2019-03-12 12:07:29,0.099s,PASSED
"selenium.click(""id=persist_box"")",Chrome 72.0.3626.121,click | id=persist_box | ,2019-03-12 12:07:29,2019-03-12 12:07:29,0.063s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 72.0.3626.121,type | id=email | abcd@gmail.com,2019-03-12 12:07:29,2019-03-12 12:07:29,0.055s,PASSED
"Assert.assertEquals(""abcd@gmail.com"", selenium.getValue(""id=email""))",Chrome 72.0.3626.121,assertValue | id=email | abcd@gmail.com,2019-03-12 12:07:29,2019-03-12 12:07:29,0.044s,PASSED
closeBrowser(),Chrome 72.0.3626.121,,2019-03-12 12:07:29,2019-03-12 12:07:29,0.636s,PASSED
