Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"if (pw1 == ""abcde"")",Chrome 73.0.3683.86,,2019-03-28 12:23:29,2019-03-28 12:23:29,0.008s,PASSED
"selenium.type(""id=email"", """")",Chrome 73.0.3683.86,type | id=email | ,2019-03-28 12:23:29,2019-03-28 12:23:29,0.050s,PASSED
"selenium.type(""id=passwd"", """")",Chrome 73.0.3683.86,type | id=passwd | ,2019-03-28 12:23:29,2019-03-28 12:23:29,0.058s,PASSED
"pw2 = selenium.getValue(""id=passwd"")",Chrome 73.0.3683.86,,2019-03-28 12:23:29,2019-03-28 12:23:29,0.033s,PASSED
"if (pw2 == ""abcde"")",Chrome 73.0.3683.86,,2019-03-28 12:23:29,2019-03-28 12:23:29,0.001s,PASSED
else,Chrome 73.0.3683.86,,2019-03-28 12:23:29,2019-03-28 12:23:29,0.003s,PASSED
"selenium.click(""id=email"")",Chrome 73.0.3683.86,click | id=email | ,2019-03-28 12:23:29,2019-03-28 12:23:29,0.046s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 73.0.3683.86,type | id=email | abcd@gmail.com,2019-03-28 12:23:29,2019-03-28 12:23:29,0.047s,PASSED
"selenium.type(""id=passwd"", ""abcde"")",Chrome 73.0.3683.86,type | id=passwd | abcde,2019-03-28 12:23:29,2019-03-28 12:23:29,0.047s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password'])[1]/following::span[2]"")",Chrome 73.0.3683.86,click | xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password'])[1]/following::span[2] | ,2019-03-28 12:23:29,2019-03-28 12:23:30,0.682s,PASSED
"click(findTestObject(""Object Repository/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase1/a_Telecom Project""))",Chrome 73.0.3683.86,,2019-03-28 12:23:30,2019-03-28 12:23:32,1.707s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-03-28 12:23:32,2019-03-28 12:23:32,0.621s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase2,Chrome 73.0.3683.86,,2019-03-28 12:23:34,2019-03-28 12:23:55,20.250s,PASSED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-03-28 12:23:35,2019-03-28 12:23:35,0.000s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-03-28 12:23:35,2019-03-28 12:23:35,0.000s,PASSED
"""Generated date: 12-Mar-2019 02:48:24 PM""",Chrome 73.0.3683.86,,2019-03-28 12:23:35,2019-03-28 12:23:35,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Chrome 73.0.3683.86,,2019-03-28 12:23:35,2019-03-28 12:23:35,0.001s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-03-28 12:23:35,2019-03-28 12:23:35,0.001s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-03-28 12:23:35,2019-03-28 12:23:35,0.002s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-03-28 12:23:35,2019-03-28 12:23:48,13.838s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 12:23:48,2019-03-28 12:23:49,0.090s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 12:23:49,2019-03-28 12:23:49,0.703s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 12:23:49,2019-03-28 12:23:49,0.155s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 12:23:49,2019-03-28 12:23:49,0.057s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 12:23:49,2019-03-28 12:23:50,0.052s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 12:23:50,2019-03-28 12:23:50,0.027s,PASSED
"selenium.open(""http://demo.guru99.com/test/facebook.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/facebook.html | ,2019-03-28 12:23:50,2019-03-28 12:23:52,2.209s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 12:23:52,2019-03-28 12:23:52,0.012s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 12:23:52,2019-03-28 12:23:52,0.073s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 12:23:52,2019-03-28 12:23:52,0.061s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 73.0.3683.86,type | id=email | abcd@gmail.com,2019-03-28 12:23:52,2019-03-28 12:23:52,0.052s,PASSED
"Assert.assertEquals(""abcd@gmail.com"", selenium.getValue(""id=email""))",Chrome 73.0.3683.86,assertValue | id=email | abcd@gmail.com,2019-03-28 12:23:52,2019-03-28 12:23:52,0.038s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-03-28 12:23:52,2019-03-28 12:23:53,0.602s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase3,Chrome 73.0.3683.86,,2019-03-28 12:23:55,2019-03-28 12:24:02,7.353s,FAILED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-03-28 12:23:55,2019-03-28 12:23:55,0.000s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-03-28 12:23:55,2019-03-28 12:23:55,0.000s,PASSED
"""Generated date: 12-Mar-2019 02:48:25 PM""",Chrome 73.0.3683.86,,2019-03-28 12:23:55,2019-03-28 12:23:55,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Chrome 73.0.3683.86,,2019-03-28 12:23:55,2019-03-28 12:23:55,0.000s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-03-28 12:23:55,2019-03-28 12:23:55,0.001s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-03-28 12:23:55,2019-03-28 12:23:55,0.001s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-03-28 12:23:55,2019-03-28 12:23:59,3.962s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 12:23:59,2019-03-28 12:23:59,0.070s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 12:23:59,2019-03-28 12:23:59,0.500s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 12:23:59,2019-03-28 12:24:00,0.387s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 12:24:00,2019-03-28 12:24:00,0.071s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 12:24:00,2019-03-28 12:24:00,0.062s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 12:24:00,2019-03-28 12:24:00,0.026s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 12:24:00,2019-03-28 12:24:00,0.016s,FAILED
