Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"selenium.type(""id=email"", """")",Chrome 73.0.3683.86,type | id=email | ,2019-03-28 11:02:41,2019-03-28 11:02:41,0.048s,PASSED
"selenium.type(""id=passwd"", """")",Chrome 73.0.3683.86,type | id=passwd | ,2019-03-28 11:02:41,2019-03-28 11:02:41,0.051s,PASSED
"pw2 = selenium.getValue(""id=passwd"")",Chrome 73.0.3683.86,,2019-03-28 11:02:41,2019-03-28 11:02:41,0.037s,PASSED
"if (pw2 == ""abcde"")",Chrome 73.0.3683.86,,2019-03-28 11:02:41,2019-03-28 11:02:41,0.001s,PASSED
else,Chrome 73.0.3683.86,,2019-03-28 11:02:41,2019-03-28 11:02:41,0.003s,PASSED
"selenium.click(""id=email"")",Chrome 73.0.3683.86,click | id=email | ,2019-03-28 11:02:41,2019-03-28 11:02:41,0.042s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 73.0.3683.86,type | id=email | abcd@gmail.com,2019-03-28 11:02:41,2019-03-28 11:02:41,0.042s,PASSED
"selenium.type(""id=passwd"", ""abcde"")",Chrome 73.0.3683.86,type | id=passwd | abcde,2019-03-28 11:02:41,2019-03-28 11:02:41,0.045s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password'])[1]/following::span[2]"")",Chrome 73.0.3683.86,click | xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password'])[1]/following::span[2] | ,2019-03-28 11:02:41,2019-03-28 11:02:42,1.074s,PASSED
"click(findTestObject(""Object Repository/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase1/a_Telecom Project""))",Chrome 73.0.3683.86,,2019-03-28 11:02:42,2019-03-28 11:02:44,1.547s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-03-28 11:02:44,2019-03-28 11:02:45,0.612s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase2,Chrome 73.0.3683.86,,2019-03-28 11:02:47,2019-03-28 11:03:04,17.952s,PASSED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-03-28 11:02:47,2019-03-28 11:02:47,0.000s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-03-28 11:02:47,2019-03-28 11:02:47,0.001s,PASSED
"""Generated date: 12-Mar-2019 02:48:24 PM""",Chrome 73.0.3683.86,,2019-03-28 11:02:47,2019-03-28 11:02:47,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Chrome 73.0.3683.86,,2019-03-28 11:02:47,2019-03-28 11:02:47,0.001s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-03-28 11:02:47,2019-03-28 11:02:47,0.000s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-03-28 11:02:47,2019-03-28 11:02:47,0.001s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-03-28 11:02:47,2019-03-28 11:02:58,10.933s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 11:02:58,2019-03-28 11:02:58,0.155s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 11:02:58,2019-03-28 11:02:59,0.846s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 11:02:59,2019-03-28 11:02:59,0.378s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 11:02:59,2019-03-28 11:02:59,0.072s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 11:02:59,2019-03-28 11:02:59,0.064s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 11:02:59,2019-03-28 11:02:59,0.043s,PASSED
"selenium.open(""http://demo.guru99.com/test/facebook.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/facebook.html | ,2019-03-28 11:02:59,2019-03-28 11:03:02,2.208s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 11:03:02,2019-03-28 11:03:02,0.018s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 11:03:02,2019-03-28 11:03:02,0.139s,PASSED
"selenium.click(""id=persist_box"")",Chrome 73.0.3683.86,click | id=persist_box | ,2019-03-28 11:03:02,2019-03-28 11:03:02,0.068s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Chrome 73.0.3683.86,type | id=email | abcd@gmail.com,2019-03-28 11:03:02,2019-03-28 11:03:02,0.057s,PASSED
"Assert.assertEquals(""abcd@gmail.com"", selenium.getValue(""id=email""))",Chrome 73.0.3683.86,assertValue | id=email | abcd@gmail.com,2019-03-28 11:03:02,2019-03-28 11:03:02,0.048s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-03-28 11:03:02,2019-03-28 11:03:02,0.622s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase3,Chrome 73.0.3683.86,,2019-03-28 11:03:04,2019-03-28 11:03:14,9.702s,FAILED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-03-28 11:03:05,2019-03-28 11:03:05,0.000s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-03-28 11:03:05,2019-03-28 11:03:05,0.000s,PASSED
"""Generated date: 12-Mar-2019 02:48:25 PM""",Chrome 73.0.3683.86,,2019-03-28 11:03:05,2019-03-28 11:03:05,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Chrome 73.0.3683.86,,2019-03-28 11:03:05,2019-03-28 11:03:05,0.001s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-03-28 11:03:05,2019-03-28 11:03:05,0.000s,PASSED
"baseUrl = ""http://demo.guru99.com/test/radio.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-03-28 11:03:05,2019-03-28 11:03:05,0.006s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-03-28 11:03:05,2019-03-28 11:03:11,6.637s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-03-28 11:03:11,2019-03-28 11:03:11,0.035s,PASSED
"selenium.open(""http://demo.guru99.com/test/radio.html"")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/radio.html | ,2019-03-28 11:03:11,2019-03-28 11:03:12,0.510s,PASSED
"selenium.click(""id=vfb-7-1"")",Chrome 73.0.3683.86,click | id=vfb-7-1 | ,2019-03-28 11:03:12,2019-03-28 11:03:12,0.099s,PASSED
"selenium.click(""id=vfb-7-2"")",Chrome 73.0.3683.86,click | id=vfb-7-2 | ,2019-03-28 11:03:12,2019-03-28 11:03:12,0.066s,PASSED
"selenium.click(""id=vfb-6-0"")",Chrome 73.0.3683.86,click | id=vfb-6-0 | ,2019-03-28 11:03:12,2019-03-28 11:03:12,0.057s,PASSED
"Assert.assertTrue(selenium.isChecked(""id=vfb-6-0""))",Chrome 73.0.3683.86,assertChecked | id=vfb-6-0 | ,2019-03-28 11:03:12,2019-03-28 11:03:12,0.022s,PASSED
"Assert.assertEquals(""Selenium IDE Test"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Selenium IDE Test | ,2019-03-28 11:03:12,2019-03-28 11:03:12,0.014s,FAILED
